Places,Population,radius(in m), time(in next 20 minute) ,Average Priority Of accident,Covid Cases,Accident Probability
1008,566,200,0.5,7,196,0.069636475
1008,566,200,0.51,8,184,0.070073368
1008,566,200,0.53,2,205,0.067357969
1008,566,200,0.54,10,171,0.067627027
1008,566,200,0.56,1,203,0.068206939
1008,566,200,0.57,3,166,0.069025216
1008,566,200,0.58,5,197,0.06744809
1008,566,200,0.6,3,151,0.069808881
1008,566,200,0.61,3,194,0.069371988
1008,566,200,0.63,8,184,0.069179337
1008,566,200,0.64,10,201,0.066343775
1008,566,200,0.65,5,153,0.068093308
1008,566,200,0.67,2,186,0.068191266
1008,566,200,0.68,5,175,0.066414305
1008,566,200,0.69,1,201,0.066315041
1008,566,200,0.71,2,149,0.068600731
1008,566,200,0.72,5,196,0.066657894
1008,566,200,0.74,6,164,0.066363367
1008,566,200,0.75,8,192,0.068244163
1008,566,200,0.76,8,162,0.069756637
1008,566,200,0.78,8,192,0.069595332
1008,566,200,0.79,4,168,0.067677965
1008,566,200,0.81,1,205,0.07002896
1008,566,200,0.82,9,162,0.069811493
1008,566,200,0.83,10,196,0.069054603
1008,566,200,0.85,2,166,0.069645617
1008,566,200,0.86,4,188,0.070390752
1008,566,200,0.88,10,155,0.066620017
1008,566,200,0.89,2,205,0.066258878
1008,566,200,0.9,4,156,0.066534467
1008,566,200,0.92,2,196,0.07000545
1008,566,200,0.93,9,158,0.069520231
1008,566,200,0.94,4,203,0.066991605
1008,566,200,0.96,3,151,0.067263929
1008,566,200,0.97,4,188,0.066982462
1008,566,200,0.99,4,177,0.069153214
1008,1189,300,0,6,408,0.1172247
1008,1189,300,0.01,4,364,0.111310712
1008,1189,300,0.03,6,408,0.110741766
1008,1189,300,0.04,7,388,0.114438826
1008,1189,300,0.06,4,408,0.113164692
1008,1189,300,0.07,6,325,0.11555928
1008,1189,300,0.08,9,392,0.115171263
1008,1189,300,0.1,7,360,0.111231147
1008,1189,300,0.11,2,415,0.116855212
1008,1189,300,0.13,5,392,0.116966386
1008,1189,300,0.14,6,423,0.117398
1008,1189,300,0.15,6,392,0.117338054
1008,1189,300,0.17,2,408,0.11185677
1008,1189,300,0.18,8,364,0.113635544
1008,1189,300,0.19,5,415,0.114519481
1008,1189,300,0.21,2,357,0.115435027
1008,1189,300,0.22,5,404,0.115706421
1008,1189,300,0.24,7,368,0.115014312
1008,1189,300,0.25,7,419,0.112548879
1008,1189,300,0.26,4,321,0.113182131
1008,1189,300,0.28,6,415,0.112645883
1008,1189,300,0.29,6,325,0.114398499
1008,1189,300,0.31,6,423,0.115102597
1008,1189,300,0.32,5,345,0.1121892
1008,1189,300,0.33,5,400,0.115418678
1008,1189,300,0.35,5,368,0.112684031
1008,1189,300,0.36,10,415,0.114023561
1008,1189,300,0.38,9,317,0.115436117
1008,1189,300,0.39,9,396,0.114955455
1008,1189,300,0.4,9,333,0.117331514
1008,1189,300,0.42,4,419,0.112658962
1008,1189,300,0.43,1,313,0.112170671
1008,1189,300,0.44,9,423,0.114954366
1008,1189,300,0.46,9,368,0.110632773
1008,1189,300,0.47,8,415,0.114941286
1008,1189,300,0.49,7,317,0.11203225
1008,1189,300,0.5,1,415,0.116939137
1008,1189,300,0.51,4,321,0.111100355
1008,1189,300,0.53,8,411,0.111236597
1008,1189,300,0.54,6,341,0.111364119
1008,1189,300,0.56,10,415,0.116984915
1008,1189,300,0.57,5,321,0.113996313
1008,1189,300,0.58,6,408,0.110655661
1008,1189,300,0.6,4,392,0.113315103
1008,1189,300,0.61,4,408,0.110859479
1008,1189,300,0.63,9,353,0.110503071
1008,1189,300,0.64,7,415,0.113020821
1008,1189,300,0.65,7,364,0.114080238
1008,1189,300,0.67,7,431,0.11184914
1008,1189,300,0.68,3,345,0.114529291
1008,1189,300,0.69,4,392,0.111733607
1008,1189,300,0.71,9,313,0.117411079
1008,1189,300,0.72,1,427,0.110788634
1008,1189,300,0.74,2,376,0.113105836
1008,1189,300,0.75,2,408,0.116031221
1008,1189,300,0.76,4,349,0.111984292
1008,1189,300,0.78,6,396,0.113662792
1008,1189,300,0.79,7,368,0.112384299
1008,1189,300,0.81,2,404,0.110600075
1008,1189,300,0.82,10,329,0.116838863
1008,1189,300,0.83,6,431,0.11538053
1008,1189,300,0.85,5,357,0.111718348
1008,1189,300,0.86,2,423,0.115238839
1008,1189,300,0.88,2,392,0.112035519
1008,1189,300,0.89,7,404,0.114256807
1008,1189,300,0.9,5,317,0.116097707
1008,1189,300,0.92,4,415,0.114977254
1008,1189,300,0.93,1,364,0.112219718
1008,1189,300,0.94,9,400,0.11555165
1008,1189,300,0.96,8,353,0.111317252
1008,1189,300,0.97,8,404,0.11504156
1008,1189,300,0.99,2,380,0.115403419
1008,2022,400,0,10,727,0.17884356
1008,2022,400,0.01,6,633,0.170566912
1008,2022,400,0.03,8,680,0.176879865
1008,2022,400,0.04,3,633,0.179633725
1008,2022,400,0.06,10,673,0.179268776
1008,2022,400,0.07,9,613,0.177000399
1008,2022,400,0.08,1,667,0.177736994
1008,2022,400,0.1,7,587,0.179667207
1008,2022,400,0.11,4,680,0.179329043
1008,2022,400,0.13,8,560,0.17161656
1008,2022,400,0.14,1,680,0.179461295
1008,2022,400,0.15,3,560,0.176673953
1008,2022,400,0.17,3,680,0.17589718
1008,2022,400,0.18,3,660,0.170181874
1008,2022,400,0.19,1,673,0.180233046
1008,2022,400,0.21,8,660,0.177971365
1008,2022,400,0.22,9,680,0.176473064
1008,2022,400,0.24,7,633,0.171365448
1008,2022,400,0.25,8,727,0.176710783
1008,2022,400,0.26,9,547,0.177618134
1008,2022,400,0.28,6,707,0.179846333
1008,2022,400,0.29,5,580,0.180216305
1008,2022,400,0.31,6,727,0.173998775
1008,2022,400,0.32,2,573,0.178841886
1008,2022,400,0.33,2,700,0.1751338
1008,2022,400,0.35,5,667,0.170756083
1008,2022,400,0.36,1,707,0.179252035
1008,2022,400,0.38,2,613,0.171951376
1008,2022,400,0.39,3,693,0.175177326
1008,2022,400,0.4,9,587,0.174487606
1008,2022,400,0.42,4,733,0.169763354
1008,2022,400,0.43,10,533,0.173073009
1008,2022,400,0.44,5,667,0.177055643
1008,2022,400,0.46,4,667,0.176814576
1008,2022,400,0.47,8,687,0.175413372
1008,2022,400,0.49,8,587,0.176113137
1008,2022,400,0.5,5,667,0.174623206
1008,2022,400,0.51,5,660,0.171092573
1008,2022,400,0.53,7,667,0.178354729
1008,2022,400,0.54,3,547,0.172949127
1008,2022,400,0.56,2,720,0.174256583
1008,2022,400,0.57,10,567,0.179513192
1008,2022,400,0.58,1,667,0.179792763
1008,2022,400,0.6,6,573,0.170990454
1008,2022,400,0.61,9,687,0.178326269
1008,2022,400,0.63,7,567,0.17386987
1008,2022,400,0.64,4,707,0.174708584
1008,2022,400,0.65,4,547,0.17686145
1008,2022,400,0.67,8,713,0.170481534
1008,2022,400,0.68,6,547,0.176514916
1008,2022,400,0.69,3,687,0.17939768
1008,2022,400,0.71,5,580,0.178704611
1008,2022,400,0.72,5,673,0.179928363
1008,2022,400,0.74,6,560,0.175430112
1008,2022,400,0.75,2,687,0.172617659
1008,2022,400,0.76,6,633,0.176678975
1008,2022,400,0.78,8,707,0.171383863
1008,2022,400,0.79,8,573,0.179228598
1008,2022,400,0.81,4,700,0.173056268
1008,2022,400,0.82,3,647,0.178140447
1008,2022,400,0.83,9,707,0.177196266
1008,2022,400,0.85,7,553,0.174641621
1008,2022,400,0.86,1,687,0.171966442
1008,2022,400,0.88,5,533,0.172478711
1008,2022,400,0.89,1,733,0.171484308
1008,2022,400,0.9,7,607,0.173001023
1008,2022,400,0.92,8,707,0.173093098
1008,2022,400,0.93,3,660,0.17651659
1008,2022,400,0.94,8,713,0.173884937
1008,2022,400,0.96,8,647,0.178609189
1008,2022,400,0.97,9,680,0.170416245
1008,2022,400,0.99,4,620,0.173811278
1008,3064,500,0,9,1011,0.249765817
1008,3064,500,0.01,4,920,0.244035214
1008,3064,500,0.03,5,1011,0.248046396
1008,3064,500,0.04,8,1001,0.245252035
1008,3064,500,0.06,2,1031,0.246581882
1008,3064,500,0.07,3,960,0.258285972
1008,3064,500,0.08,5,1081,0.253615879
1008,3064,500,0.1,10,819,0.247074863
1008,3064,500,0.11,10,1071,0.258790977
1008,3064,500,0.13,7,1011,0.244345431
1008,3064,500,0.14,5,1031,0.257083579
1008,3064,500,0.15,4,819,0.257761729
1008,3064,500,0.17,8,1081,0.244227597
1008,3064,500,0.18,7,980,0.249652792
1008,3064,500,0.19,10,1102,0.25214896
1008,3064,500,0.21,4,1001,0.254238718
1008,3064,500,0.22,8,1071,0.244737411
1008,3064,500,0.24,5,930,0.256018259
1008,3064,500,0.25,1,1061,0.251776218
1008,3064,500,0.26,4,808,0.253308066
1008,3064,500,0.28,7,1071,0.258721238
1008,3064,500,0.29,1,899,0.253476401
1008,3064,500,0.31,8,1051,0.244910556
1008,3064,500,0.32,4,960,0.258899192
1008,3064,500,0.33,7,1081,0.252954563
1008,3064,500,0.35,2,879,0.24463641
1008,3064,500,0.36,2,1031,0.247637582
1008,3064,500,0.38,6,1011,0.243710568
1008,3064,500,0.39,4,1112,0.25887274
1008,3064,500,0.4,10,1001,0.258588975
1008,3064,500,0.42,8,1041,0.251502072
1008,3064,500,0.43,8,980,0.252286032
1008,3064,500,0.44,5,1041,0.243633615
1008,3064,500,0.46,3,819,0.253418686
1008,3064,500,0.47,8,1031,0.249828342
1008,3064,500,0.49,3,808,0.249804294
1008,3064,500,0.5,6,1061,0.244593124
1008,3064,500,0.51,8,819,0.243712973
1008,3064,500,0.53,4,1021,0.249467624
1008,3064,500,0.54,10,930,0.246048019
1008,3064,500,0.56,9,1031,0.250703684
1008,3064,500,0.57,3,990,0.244215573
1008,3064,500,0.58,4,1061,0.2470436
1008,3064,500,0.6,5,829,0.250083249
1008,3064,500,0.61,5,1021,0.24620914
1008,3064,500,0.63,9,930,0.252863181
1008,3064,500,0.64,3,1011,0.25914448
1008,3064,500,0.65,5,899,0.245095724
1008,3064,500,0.67,3,1051,0.248267636
1008,3064,500,0.68,10,879,0.252261985
1008,3064,500,0.69,7,1112,0.251504477
1008,3064,500,0.71,5,1011,0.243809164
1008,3064,500,0.72,9,1092,0.257090794
1008,3064,500,0.74,6,1001,0.251196665
1008,3064,500,0.75,6,1071,0.257280772
1008,3064,500,0.76,9,849,0.256128879
1008,3064,500,0.78,2,1112,0.25617938
1008,3064,500,0.79,3,980,0.245966256
1008,3064,500,0.81,9,1011,0.256609837
1008,3064,500,0.82,10,869,0.255977378
1008,3064,500,0.83,6,1061,0.255171775
1008,3064,500,0.85,2,889,0.259173338
1008,3064,500,0.86,3,1112,0.259118028
1008,3064,500,0.88,6,950,0.243951046
1008,3064,500,0.89,7,1011,0.245675277
1008,3064,500,0.9,8,910,0.254128098
1008,3064,500,0.92,5,1102,0.255753733
1008,3064,500,0.93,5,829,0.255611851
1008,3064,500,0.94,4,1102,0.253957358
1008,3064,500,0.96,9,1001,0.243825998
1008,3064,500,0.97,5,1011,0.2445811
1008,3064,500,0.99,2,899,0.254690818
1008,4316,600,0,8,1566,0.334896787
1008,4316,600,0.01,2,1353,0.334217257
1008,4316,600,0.03,5,1509,0.33599651
1008,4316,600,0.04,4,1310,0.352768104
1008,4316,600,0.06,4,1495,0.338212369
1008,4316,600,0.07,10,1167,0.339758547
1008,4316,600,0.08,6,1509,0.342214047
1008,4316,600,0.1,6,1353,0.336498771
1008,4316,600,0.11,8,1552,0.33896412
1008,4316,600,0.13,1,1281,0.333662471
1008,4316,600,0.14,1,1523,0.351829236
1008,4316,600,0.15,10,1196,0.353736516
1008,4316,600,0.17,5,1467,0.339394161
1008,4316,600,0.18,4,1395,0.3388919
1008,4316,600,0.19,9,1452,0.351343388
1008,4316,600,0.21,5,1424,0.345142265
1008,4316,600,0.22,1,1552,0.343487756
1008,4316,600,0.24,1,1395,0.34987928
1008,4316,600,0.25,9,1552,0.352433263
1008,4316,600,0.26,1,1395,0.337861115
1008,4316,600,0.28,4,1538,0.334886939
1008,4316,600,0.29,4,1267,0.332497093
1008,4316,600,0.31,4,1452,0.334420788
1008,4316,600,0.32,9,1338,0.347801296
1008,4316,600,0.33,8,1552,0.3532638
1008,4316,600,0.35,3,1153,0.340700697
1008,4316,600,0.36,10,1566,0.335129863
1008,4316,600,0.38,10,1253,0.335264456
1008,4316,600,0.39,10,1467,0.349787362
1008,4316,600,0.4,3,1395,0.333580402
1008,4316,600,0.42,6,1552,0.34395719
1008,4316,600,0.43,5,1367,0.352567856
1008,4316,600,0.44,9,1452,0.332631686
1008,4316,600,0.46,7,1281,0.334916484
1008,4316,600,0.47,3,1566,0.33329152
1008,4316,600,0.49,7,1353,0.351701208
1008,4316,600,0.5,8,1467,0.350759058
1008,4316,600,0.51,8,1353,0.340966601
1008,4316,600,0.53,8,1495,0.333925092
1008,4316,600,0.54,8,1395,0.351635553
1008,4316,600,0.56,5,1467,0.352341346
1008,4316,600,0.57,8,1410,0.348352799
1008,4316,600,0.58,7,1452,0.348326537
1008,4316,600,0.6,9,1210,0.34511272
1008,4316,600,0.61,9,1424,0.352571138
1008,4316,600,0.63,1,1338,0.338777003
1008,4316,600,0.64,4,1452,0.349764383
1008,4316,600,0.65,7,1182,0.343212005
1008,4316,600,0.67,7,1552,0.333961202
1008,4316,600,0.68,3,1210,0.350243665
1008,4316,600,0.69,3,1509,0.351894891
1008,4316,600,0.71,9,1353,0.33979794
1008,4316,600,0.72,10,1452,0.35117925
1008,4316,600,0.74,10,1424,0.346576828
1008,4316,600,0.75,5,1495,0.334089229
1008,4316,600,0.76,3,1182,0.348057351
1008,4316,600,0.78,8,1552,0.346383146
1008,4316,600,0.79,9,1395,0.353542834
1008,4316,600,0.81,2,1424,0.352157511
1008,4316,600,0.82,5,1139,0.344653134
1008,4316,600,0.83,6,1523,0.339233306
1008,4316,600,0.85,7,1424,0.346038457
1008,4316,600,0.86,2,1566,0.339518906
1008,4316,600,0.88,5,1338,0.33877372
1008,4316,600,0.89,7,1523,0.333002638
1008,4316,600,0.9,6,1196,0.342430709
1008,4316,600,0.92,1,1438,0.341436035
1008,4316,600,0.93,1,1310,0.341879206
1008,4316,600,0.94,5,1452,0.334512705
1008,4316,600,0.96,7,1310,0.350197707
1008,4316,600,0.97,4,1538,0.339518906
1008,4316,600,0.99,9,1239,0.334867242
1008,5778,700,0,5,2002,0.440151369
1008,5778,700,0.01,7,1677,0.463681595
1008,5778,700,0.03,2,2021,0.449284302
1008,5778,700,0.04,2,1677,0.445527737
1008,5778,700,0.06,4,2040,0.45339843
1008,5778,700,0.07,6,1696,0.449254146
1008,5778,700,0.08,5,1944,0.459920722
1008,5778,700,0.1,7,1525,0.450107127
1008,5778,700,0.11,5,1944,0.439862734
1008,5778,700,0.13,10,1735,0.46125189
1008,5778,700,0.14,4,2002,0.456827588
1008,5778,700,0.15,5,1696,0.440065209
1008,5778,700,0.17,10,1983,0.46397023
1008,5778,700,0.18,10,1792,0.457551329
1008,5778,700,0.19,8,2040,0.438919284
1008,5778,700,0.21,3,1696,0.460278285
1008,5778,700,0.22,4,2059,0.461855009
1008,5778,700,0.24,5,1754,0.444933235
1008,5778,700,0.25,9,1925,0.456250317
1008,5778,700,0.26,1,1563,0.452015566
1008,5778,700,0.28,9,2040,0.458925577
1008,5778,700,0.29,3,1677,0.462824306
1008,5778,700,0.31,4,2040,0.460248129
1008,5778,700,0.32,4,1544,0.462656294
1008,5778,700,0.33,5,1944,0.458300919
1008,5778,700,0.35,5,1849,0.447358631
1008,5778,700,0.36,9,2021,0.458624018
1008,5778,700,0.38,9,1754,0.436519735
1008,5778,700,0.39,1,1963,0.454001548
1008,5778,700,0.4,8,1525,0.445687132
1008,5778,700,0.42,9,2078,0.454268643
1008,5778,700,0.43,3,1849,0.455289636
1008,5778,700,0.44,2,1944,0.448801807
1008,5778,700,0.46,8,1868,0.446182551
1008,5778,700,0.47,10,2059,0.44725524
1008,5778,700,0.49,4,1754,0.459097897
1008,5778,700,0.5,3,1906,0.446789977
1008,5778,700,0.51,6,1906,0.460437681
1008,5778,700,0.53,10,2040,0.442602614
1008,5778,700,0.54,9,1525,0.444567056
1008,5778,700,0.56,8,1963,0.442736161
1008,5778,700,0.57,4,1658,0.440767411
1008,5778,700,0.58,2,2040,0.457439322
1008,5778,700,0.6,10,1735,0.457279926
1008,5778,700,0.61,9,2059,0.457391934
1008,5778,700,0.63,4,1773,0.456224469
1008,5778,700,0.64,3,1944,0.439879966
1008,5778,700,0.65,2,1620,0.451481375
1008,5778,700,0.67,1,1983,0.461674073
1008,5778,700,0.68,2,1620,0.46405639
1008,5778,700,0.69,9,1983,0.461984248
1008,5778,700,0.71,9,1811,0.4445369
1008,5778,700,0.72,8,1925,0.439431935
1008,5778,700,0.74,5,1773,0.451912174
1008,5778,700,0.75,2,1906,0.463470504
1008,5778,700,0.76,3,1658,0.462785534
1008,5778,700,0.78,7,1925,0.455461956
1008,5778,700,0.79,7,1582,0.437303789
1008,5778,700,0.81,2,2021,0.441379145
1008,5778,700,0.82,9,1868,0.464021926
1008,5778,700,0.83,3,2078,0.438764197
1008,5778,700,0.85,5,1830,0.459425304
1008,5778,700,0.86,3,2059,0.458710178
1008,5778,700,0.88,10,1906,0.439505171
1008,5778,700,0.89,2,1925,0.457939048
1008,5778,700,0.9,9,1887,0.454139403
1008,5778,700,0.92,6,1963,0.439367315
1008,5778,700,0.93,7,1735,0.45395416
1008,5778,700,0.94,8,1963,0.446329023
1008,5778,700,0.96,3,1677,0.437015154
1008,5778,700,0.97,9,1963,0.444765223
1008,5778,700,0.99,1,1601,0.456319245
1008,7451,800,0,2,2606,0.568459109
1008,7451,800,0.01,1,2262,0.561278758
1008,7451,800,0.03,10,2483,0.576730216
1008,7451,800,0.04,2,2360,0.580956209
1008,7451,800,0.06,10,2704,0.589813803
1008,7451,800,0.07,6,2262,0.581893492
1008,7451,800,0.08,7,2483,0.578122437
1008,7451,800,0.1,3,2040,0.581339892
1008,7451,800,0.11,7,2581,0.558406617
1008,7451,800,0.13,7,2163,0.584584754
1008,7451,800,0.14,1,2630,0.590339997
1008,7451,800,0.15,2,2262,0.5639755
1008,7451,800,0.17,1,2680,0.558598459
1008,7451,800,0.18,8,2385,0.575305108
1008,7451,800,0.19,10,2606,0.578593819
1008,7451,800,0.21,2,2385,0.579750349
1008,7451,800,0.22,8,2655,0.566261154
1008,7451,800,0.24,8,2409,0.574378788
1008,7451,800,0.25,9,2508,0.568908566
1008,7451,800,0.26,6,2311,0.573194852
1008,7451,800,0.28,1,2532,0.565828141
1008,7451,800,0.29,10,2335,0.57753595
1008,7451,800,0.31,6,2680,0.563284871
1008,7451,800,0.32,6,2311,0.573512761
1008,7451,800,0.33,5,2680,0.575732641
1008,7451,800,0.35,1,2163,0.571956105
1008,7451,800,0.36,1,2483,0.55689381
1008,7451,800,0.38,5,1967,0.587034843
1008,7451,800,0.39,5,2557,0.567088813
1008,7451,800,0.4,9,1991,0.555951047
1008,7451,800,0.42,5,2508,0.560703233
1008,7451,800,0.43,8,2385,0.587972125
1008,7451,800,0.44,6,2606,0.57360046
1008,7451,800,0.46,9,1991,0.586437394
1008,7451,800,0.47,7,2508,0.57040493
1008,7451,800,0.49,2,2409,0.574417157
1008,7451,800,0.5,2,2483,0.581361817
1008,7451,800,0.51,6,2409,0.5890574
1008,7451,800,0.53,6,2532,0.579224155
1008,7451,800,0.54,5,2237,0.578626706
1008,7451,800,0.56,7,2680,0.559141096
1008,7451,800,0.57,7,2139,0.56568563
1008,7451,800,0.58,8,2532,0.588925852
1008,7451,800,0.6,7,2385,0.559935868
1008,7451,800,0.61,8,2581,0.556263474
1008,7451,800,0.63,8,2090,0.55532071
1008,7451,800,0.64,4,2458,0.585768689
1008,7451,800,0.65,9,2016,0.56707237
1008,7451,800,0.67,4,2606,0.557650214
1008,7451,800,0.68,10,2458,0.572312382
1008,7451,800,0.69,9,2606,0.562528468
1008,7451,800,0.71,1,2114,0.58720476
1008,7451,800,0.72,7,2606,0.582386799
1008,7451,800,0.74,7,2139,0.58767066
1008,7451,800,0.75,1,2581,0.590224892
1008,7451,800,0.76,3,1991,0.571720414
1008,7451,800,0.78,8,2458,0.567001114
1008,7451,800,0.79,5,2335,0.56772463
1008,7451,800,0.81,8,2680,0.556954103
1008,7451,800,0.82,10,2262,0.584398393
1008,7451,800,0.83,10,2704,0.573945775
1008,7451,800,0.85,2,2434,0.556164813
1008,7451,800,0.86,5,2704,0.559700177
1008,7451,800,0.88,10,2114,0.584343581
1008,7451,800,0.89,1,2606,0.564244078
1008,7451,800,0.9,3,2237,0.56596517
1008,7451,800,0.92,6,2532,0.572641253
1008,7451,800,0.93,1,2090,0.571868406
1008,7451,800,0.94,8,2655,0.566584544
1008,7451,800,0.96,1,2385,0.565926802
1008,7451,800,0.97,3,2458,0.580780812
1008,7451,800,0.99,3,2237,0.579975077
1008,9332,900,0,7,3387,0.68923854
1008,9332,900,0.01,4,2894,0.730468408
1008,9332,900,0.03,8,3356,0.696154386
1008,9332,900,0.04,4,2771,0.717133133
1008,9332,900,0.06,9,3202,0.696453597
1008,9332,900,0.07,6,2802,0.707327184
1008,9332,900,0.08,6,3264,0.714753049
1008,9332,900,0.1,10,2987,0.709700469
1008,9332,900,0.11,4,3295,0.73219567
1008,9332,900,0.13,7,2494,0.731039628
1008,9332,900,0.14,4,3356,0.728965555
1008,9332,900,0.15,2,3017,0.727068287
1008,9332,900,0.17,9,3233,0.732508481
1008,9332,900,0.18,5,2525,0.710672903
1008,9332,900,0.19,9,3171,0.69316908
1008,9332,900,0.21,3,2802,0.709292454
1008,9332,900,0.22,4,3079,0.718513582
1008,9332,900,0.24,10,3079,0.708945642
1008,9332,900,0.25,2,3356,0.711114919
1008,9332,900,0.26,5,2617,0.706599558
1008,9332,900,0.28,2,3171,0.6993369
1008,9332,900,0.29,4,2463,0.68951055
1008,9332,900,0.31,2,3233,0.719071202
1008,9332,900,0.32,8,2679,0.703593851
1008,9332,900,0.33,6,3202,0.728727546
1008,9332,900,0.35,5,2802,0.712243759
1008,9332,900,0.36,7,3110,0.718472781
1008,9332,900,0.38,6,2679,0.731604049
1008,9332,900,0.39,9,3233,0.723090145
1008,9332,900,0.4,10,2833,0.692393852
1008,9332,900,0.42,1,3325,0.726667073
1008,9332,900,0.43,7,2494,0.712162156
1008,9332,900,0.44,5,3264,0.727109088
1008,9332,900,0.46,2,2494,0.689932165
1008,9332,900,0.47,5,3295,0.695317957
1008,9332,900,0.49,9,2525,0.712610972
1008,9332,900,0.5,4,3202,0.707517591
1008,9332,900,0.51,2,2771,0.729557176
1008,9332,900,0.53,8,3387,0.726619471
1008,9332,900,0.54,1,2802,0.731284437
1008,9332,900,0.56,7,3295,0.721777699
1008,9332,900,0.57,9,2863,0.723049344
1008,9332,900,0.58,1,3325,0.730182798
1008,9332,900,0.6,9,2987,0.718037565
1008,9332,900,0.61,2,3356,0.725524632
1008,9332,900,0.63,1,2710,0.710618501
1008,9332,900,0.64,1,3264,0.723756569
1008,9332,900,0.65,7,2494,0.690333379
1008,9332,900,0.67,1,3079,0.703661854
1008,9332,900,0.68,7,2863,0.702492212
1008,9332,900,0.69,5,3079,0.728333132
1008,9332,900,0.71,2,2617,0.712672174
1008,9332,900,0.72,6,3387,0.702607816
1008,9332,900,0.74,9,3048,0.704056268
1008,9332,900,0.75,7,3202,0.689687356
1008,9332,900,0.76,1,2802,0.697364829
1008,9332,900,0.78,5,3264,0.714651045
1008,9332,900,0.79,6,2463,0.702975029
1008,9332,900,0.81,4,3233,0.699262097
1008,9332,900,0.82,1,2556,0.695188752
1008,9332,900,0.83,6,3171,0.712427366
1008,9332,900,0.85,4,2648,0.705191908
1008,9332,900,0.86,4,3387,0.730937625
1008,9332,900,0.88,3,2987,0.712740177
1008,9332,900,0.89,9,3387,0.69484874
1008,9332,900,0.9,7,2710,0.7021522
1008,9332,900,0.92,2,3110,0.702546614
1008,9332,900,0.93,9,2863,0.716235501
1008,9332,900,0.94,3,3079,0.722416921
1008,9332,900,0.96,2,2586,0.729563976
1008,9332,900,0.97,2,3202,0.708258817
1008,9332,900,0.99,2,2740,0.728394334
1008,11424,1000,0,5,3996,0.869195375
1008,11424,1000,0.01,8,3769,0.860233661
1008,11424,1000,0.03,1,4033,0.883092647
1008,11424,1000,0.04,8,3015,0.88033138
1008,11424,1000,0.06,5,3769,0.84473254
1008,11424,1000,0.07,7,3129,0.851445559
1008,11424,1000,0.08,5,4146,0.875081668
1008,11424,1000,0.1,10,3053,0.840557572
1008,11424,1000,0.11,6,3958,0.856174434
1008,11424,1000,0.13,10,3166,0.858390061
1008,11424,1000,0.14,3,4033,0.844873084
1008,11424,1000,0.15,3,3129,0.838275807
1008,11424,1000,0.17,6,3883,0.87220466
1008,11424,1000,0.18,5,3166,0.879372378
1008,11424,1000,0.19,3,3883,0.851958129
1008,11424,1000,0.21,7,3732,0.838515557
1008,11424,1000,0.22,1,3769,0.876354826
1008,11424,1000,0.24,8,3732,0.881025831
1008,11424,1000,0.25,3,3958,0.857290515
1008,11424,1000,0.26,1,3317,0.842392904
1008,11424,1000,0.28,1,4109,0.887432961
1008,11424,1000,0.29,10,3694,0.846030501
1008,11424,1000,0.31,10,3883,0.867078956
1008,11424,1000,0.32,10,3053,0.846443864
1008,11424,1000,0.33,10,3883,0.862060726
1008,11424,1000,0.35,10,3392,0.841433902
1008,11424,1000,0.36,7,4146,0.840367424
1008,11424,1000,0.38,2,3129,0.864491302
1008,11424,1000,0.39,9,3920,0.845691543
1008,11424,1000,0.4,1,3506,0.857083833
1008,11424,1000,0.42,5,3996,0.889069879
1008,11424,1000,0.43,1,3392,0.871014174
1008,11424,1000,0.44,8,3807,0.882414731
1008,11424,1000,0.46,2,3355,0.861763105
1008,11424,1000,0.47,7,4071,0.853454504
1008,11424,1000,0.49,7,3619,0.888383696
1008,11424,1000,0.5,4,4146,0.876743388
1008,11424,1000,0.51,5,3091,0.85376866
1008,11424,1000,0.53,8,3769,0.851610904
1008,11424,1000,0.54,1,3355,0.851710111
1008,11424,1000,0.56,6,3769,0.878198426
1008,11424,1000,0.57,2,3355,0.873915983
1008,11424,1000,0.58,7,4146,0.857381455
1008,11424,1000,0.6,8,3543,0.879529456
1008,11424,1000,0.61,5,3845,0.85419029
1008,11424,1000,0.63,2,3543,0.853198219
1008,11424,1000,0.64,7,3845,0.882960371
1008,11424,1000,0.65,3,3732,0.889136017
1008,11424,1000,0.67,7,3958,0.868327313
1008,11424,1000,0.68,4,3506,0.859836832
1008,11424,1000,0.69,2,3769,0.850833781
1008,11424,1000,0.71,6,3166,0.883853235
1008,11424,1000,0.72,10,3996,0.885886982
1008,11424,1000,0.74,8,3769,0.883729226
1008,11424,1000,0.75,10,4033,0.877322096
1008,11424,1000,0.76,10,3619,0.857232644
1008,11424,1000,0.78,4,4033,0.853065943
1008,11424,1000,0.79,1,3317,0.86939379
1008,11424,1000,0.81,9,4071,0.868699339
1008,11424,1000,0.82,2,3656,0.877140216
1008,11424,1000,0.83,3,3996,0.847890635
1008,11424,1000,0.85,9,3355,0.884911445
1008,11424,1000,0.86,4,3920,0.85349584
1008,11424,1000,0.88,4,3242,0.864020068
1008,11424,1000,0.89,8,4109,0.864805458
1008,11424,1000,0.9,6,3355,0.856786212
1008,11424,1000,0.92,5,4146,0.848312266
1008,11424,1000,0.93,3,3204,0.870857095
1008,11424,1000,0.94,3,3845,0.867136827
1008,11424,1000,0.96,10,3769,0.880232173
1008,11424,1000,0.97,3,3883,0.881306918
1008,11424,1000,0.99,5,3619,0.878529117
1009,147,100,0,4,24,0.03820508
1009,147,100,0.01,1,22,0.036507724
1009,147,100,0.03,5,24,0.038239926
